gender,indicator_name,country_name,year,mean_age
men,Mean age of men at first marriage,Netherlands,2010,31.6
men,Mean age of men at first marriage,Netherlands,2011,31.8
men,Mean age of men at first marriage,Netherlands,2012,31.9
men,Mean age of men at first marriage,Netherlands,2013,31.9
men,Mean age of men at first marriage,Netherlands,2014,32.1
men,Mean age of men at first marriage,Netherlands,2015,32.3
men,Mean age of men at first marriage,Netherlands,2016,32.4
men,Mean age of men at first marriage,Netherlands,2017,32.7
men,Mean age of men at first marriage,Netherlands,2018,32.8
men,Mean age of men at first marriage,Netherlands,2019,33
men,Mean age of men at first marriage,Netherlands,2020,NA
men,Mean age of men at first marriage,North Macedonia,2005,27.6
men,Mean age of men at first marriage,North Macedonia,2006,27.6
men,Mean age of men at first marriage,North Macedonia,2007,27.7
men,Mean age of men at first marriage,North Macedonia,2008,27.7
men,Mean age of men at first marriage,North Macedonia,2009,28
men,Mean age of men at first marriage,North Macedonia,2010,28
men,Mean age of men at first marriage,North Macedonia,2011,28.3
men,Mean age of men at first marriage,North Macedonia,2012,28.4
men,Mean age of men at first marriage,North Macedonia,2013,28.6
men,Mean age of men at first marriage,North Macedonia,2014,28.8
men,Mean age of men at first marriage,North Macedonia,2015,29
men,Mean age of men at first marriage,North Macedonia,2016,29.3
men,Mean age of men at first marriage,North Macedonia,2017,29.3
men,Mean age of men at first marriage,North Macedonia,2018,29.7
men,Mean age of men at first marriage,North Macedonia,2019,29.6
men,Mean age of men at first marriage,North Macedonia,2020,NA
men,Mean age of men at first marriage,Norway,2005,33
men,Mean age of men at first marriage,Norway,2006,33.2
men,Mean age of men at first marriage,Norway,2007,33.2
men,Mean age of men at first marriage,Norway,2008,33.4
men,Mean age of men at first marriage,Norway,2009,33.2
men,Mean age of men at first marriage,Norway,2010,33.2
men,Mean age of men at first marriage,Norway,2011,33.5
men,Mean age of men at first marriage,Norway,2012,33.5
men,Mean age of men at first marriage,Norway,2013,33.6
men,Mean age of men at first marriage,Norway,2014,33.7
men,Mean age of men at first marriage,Norway,2015,33.8
men,Mean age of men at first marriage,Norway,2016,33.9
men,Mean age of men at first marriage,Norway,2017,34.1
men,Mean age of men at first marriage,Norway,2018,34.3
men,Mean age of men at first marriage,Norway,2019,34.7
men,Mean age of men at first marriage,Norway,2020,NA
men,Mean age of men at first marriage,Poland,2005,26.4
men,Mean age of men at first marriage,Poland,2006,26.6
men,Mean age of men at first marriage,Poland,2007,26.8
men,Mean age of men at first marriage,Poland,2008,26.9
men,Mean age of men at first marriage,Poland,2009,27.1
men,Mean age of men at first marriage,Poland,2010,27.3
men,Mean age of men at first marriage,Poland,2011,27.5
men,Mean age of men at first marriage,Poland,2012,27.7
men,Mean age of men at first marriage,Poland,2013,27.9
men,Mean age of men at first marriage,Poland,2014,28.1
men,Mean age of men at first marriage,Poland,2015,28.2
men,Mean age of men at first marriage,Poland,2016,28.4
men,Mean age of men at first marriage,Poland,2017,28.6
men,Mean age of men at first marriage,Poland,2018,28.7
men,Mean age of men at first marriage,Poland,2019,28.9
men,Mean age of men at first marriage,Poland,2020,NA
men,Mean age of men at first marriage,Portugal,2005,28.9
men,Mean age of men at first marriage,Portugal,2006,29.1
men,Mean age of men at first marriage,Portugal,2007,29.4
men,Mean age of men at first marriage,Portugal,2008,29.7
men,Mean age of men at first marriage,Portugal,2009,30.2
men,Mean age of men at first marriage,Portugal,2010,30.8
men,Mean age of men at first marriage,Portugal,2011,31.1
men,Mean age of men at first marriage,Portugal,2012,31.4
men,Mean age of men at first marriage,Portugal,2013,31.7
men,Mean age of men at first marriage,Portugal,2014,32.1
men,Mean age of men at first marriage,Portugal,2015,32.5
men,Mean age of men at first marriage,Portugal,2016,32.8
men,Mean age of men at first marriage,Portugal,2017,33.2
men,Mean age of men at first marriage,Portugal,2018,33.6
men,Mean age of men at first marriage,Portugal,2019,33.9
men,Mean age of men at first marriage,Portugal,2020,NA
men,Mean age of men at first marriage,Republic of Moldova,2005,25.5
men,Mean age of men at first marriage,Republic of Moldova,2006,25.5
men,Mean age of men at first marriage,Republic of Moldova,2007,25.7
men,Mean age of men at first marriage,Republic of Moldova,2008,25.8
men,Mean age of men at first marriage,Republic of Moldova,2009,26
men,Mean age of men at first marriage,Republic of Moldova,2010,26
men,Mean age of men at first marriage,Republic of Moldova,2011,26
men,Mean age of men at first marriage,Republic of Moldova,2012,26
men,Mean age of men at first marriage,Republic of Moldova,2013,26
men,Mean age of men at first marriage,Republic of Moldova,2014,27
men,Mean age of men at first marriage,Republic of Moldova,2015,28
men,Mean age of men at first marriage,Republic of Moldova,2016,28.3
men,Mean age of men at first marriage,Republic of Moldova,2017,28.7
men,Mean age of men at first marriage,Republic of Moldova,2018,28.7
men,Mean age of men at first marriage,Republic of Moldova,2019,28.9
men,Mean age of men at first marriage,Republic of Moldova,2020,NA
men,Mean age of men at first marriage,Romania,2005,28.5
men,Mean age of men at first marriage,Romania,2006,28.6
men,Mean age of men at first marriage,Romania,2007,29.8
men,Mean age of men at first marriage,Romania,2008,29.1
men,Mean age of men at first marriage,Romania,2009,29.1
men,Mean age of men at first marriage,Romania,2010,29.1
men,Mean age of men at first marriage,Romania,2011,29.3
men,Mean age of men at first marriage,Romania,2012,29.6
men,Mean age of men at first marriage,Romania,2013,29.9
men,Mean age of men at first marriage,Romania,2014,30.4
men,Mean age of men at first marriage,Romania,2015,30.4
men,Mean age of men at first marriage,Romania,2016,30.8
men,Mean age of men at first marriage,Romania,2017,31.5
men,Mean age of men at first marriage,Romania,2018,31.9
men,Mean age of men at first marriage,Romania,2019,31.6
men,Mean age of men at first marriage,Romania,2020,NA
men,Mean age of men at first marriage,Russian Federation,2005,NA
men,Mean age of men at first marriage,Russian Federation,2006,NA
men,Mean age of men at first marriage,Russian Federation,2007,NA
men,Mean age of men at first marriage,Russian Federation,2008,NA
men,Mean age of men at first marriage,Russian Federation,2009,NA
men,Mean age of men at first marriage,Russian Federation,2010,NA
men,Mean age of men at first marriage,Russian Federation,2011,27.9
men,Mean age of men at first marriage,Russian Federation,2012,28
men,Mean age of men at first marriage,Russian Federation,2013,28.1
men,Mean age of men at first marriage,Russian Federation,2014,NA
men,Mean age of men at first marriage,Russian Federation,2015,NA
men,Mean age of men at first marriage,Russian Federation,2016,NA
men,Mean age of men at first marriage,Russian Federation,2017,NA
men,Mean age of men at first marriage,Russian Federation,2018,NA
men,Mean age of men at first marriage,Russian Federation,2019,NA
men,Mean age of men at first marriage,Russian Federation,2020,NA
men,Mean age of men at first marriage,Serbia,2005,29.1
men,Mean age of men at first marriage,Serbia,2006,29.3
men,Mean age of men at first marriage,Serbia,2007,29.6
men,Mean age of men at first marriage,Serbia,2008,29.8
men,Mean age of men at first marriage,Serbia,2009,30.1
men,Mean age of men at first marriage,Serbia,2010,30.2
men,Mean age of men at first marriage,Serbia,2011,30.5
men,Mean age of men at first marriage,Serbia,2012,30.4
men,Mean age of men at first marriage,Serbia,2013,30.6
men,Mean age of men at first marriage,Serbia,2014,30.9
men,Mean age of men at first marriage,Serbia,2015,31
men,Mean age of men at first marriage,Serbia,2016,31.2
men,Mean age of men at first marriage,Serbia,2017,31.2
men,Mean age of men at first marriage,Serbia,2018,31.3
men,Mean age of men at first marriage,Serbia,2019,31.4
men,Mean age of men at first marriage,Serbia,2020,NA
men,Mean age of men at first marriage,Slovakia,2005,28.6
men,Mean age of men at first marriage,Slovakia,2006,28.8
men,Mean age of men at first marriage,Slovakia,2007,29
men,Mean age of men at first marriage,Slovakia,2008,29.3
men,Mean age of men at first marriage,Slovakia,2009,29.6
men,Mean age of men at first marriage,Slovakia,2010,29.9
men,Mean age of men at first marriage,Slovakia,2011,30.3
men,Mean age of men at first marriage,Slovakia,2012,30.5
men,Mean age of men at first marriage,Slovakia,2013,30.7
men,Mean age of men at first marriage,Slovakia,2014,31
men,Mean age of men at first marriage,Slovakia,2015,31.3
men,Mean age of men at first marriage,Slovakia,2016,31.4
men,Mean age of men at first marriage,Slovakia,2017,31.6
men,Mean age of men at first marriage,Slovakia,2018,31.8
men,Mean age of men at first marriage,Slovakia,2019,31.9
men,Mean age of men at first marriage,Slovakia,2020,NA
men,Mean age of men at first marriage,Slovenia,2005,30.6
men,Mean age of men at first marriage,Slovenia,2006,30.6
men,Mean age of men at first marriage,Slovenia,2007,30.9
men,Mean age of men at first marriage,Slovenia,2008,30.9
men,Mean age of men at first marriage,Slovenia,2009,30.7
men,Mean age of men at first marriage,Slovenia,2010,31.2
men,Mean age of men at first marriage,Slovenia,2011,31.4
men,Mean age of men at first marriage,Slovenia,2012,31.5
men,Mean age of men at first marriage,Slovenia,2013,31.6
men,Mean age of men at first marriage,Slovenia,2014,31.6
men,Mean age of men at first marriage,Slovenia,2015,32
men,Mean age of men at first marriage,Slovenia,2016,31.9
men,Mean age of men at first marriage,Slovenia,2017,32.2
men,Mean age of men at first marriage,Slovenia,2018,32.6
men,Mean age of men at first marriage,Slovenia,2019,32.8
men,Mean age of men at first marriage,Slovenia,2020,NA
men,Mean age of men at first marriage,Spain,2005,31.5
men,Mean age of men at first marriage,Spain,2006,31.9
men,Mean age of men at first marriage,Spain,2007,32
men,Mean age of men at first marriage,Spain,2008,32.2
men,Mean age of men at first marriage,Spain,2009,32.5
men,Mean age of men at first marriage,Spain,2010,32.9
men,Mean age of men at first marriage,Spain,2011,33.3
men,Mean age of men at first marriage,Spain,2012,33.5
men,Mean age of men at first marriage,Spain,2013,34
men,Mean age of men at first marriage,Spain,2014,34.1
men,Mean age of men at first marriage,Spain,2015,34.4
men,Mean age of men at first marriage,Spain,2016,34.7
men,Mean age of men at first marriage,Spain,2017,34.9
men,Mean age of men at first marriage,Spain,2018,35.2
men,Mean age of men at first marriage,Spain,2019,35.6
men,Mean age of men at first marriage,Spain,2020,NA
men,Mean age of men at first marriage,Sweden,2005,34.7
men,Mean age of men at first marriage,Sweden,2006,34.5
men,Mean age of men at first marriage,Sweden,2007,34.9
men,Mean age of men at first marriage,Sweden,2008,35.1
men,Mean age of men at first marriage,Sweden,2009,35.1
men,Mean age of men at first marriage,Sweden,2010,35.5
men,Mean age of men at first marriage,Sweden,2011,35.6
men,Mean age of men at first marriage,Sweden,2012,35.9
men,Mean age of men at first marriage,Sweden,2013,35.6
men,Mean age of men at first marriage,Sweden,2014,35.7
men,Mean age of men at first marriage,Sweden,2015,36
men,Mean age of men at first marriage,Sweden,2016,36.2
men,Mean age of men at first marriage,Sweden,2017,36.2
men,Mean age of men at first marriage,Sweden,2018,36.3
men,Mean age of men at first marriage,Sweden,2019,36.3
men,Mean age of men at first marriage,Sweden,2020,NA
men,Mean age of men at first marriage,Switzerland,2005,31
men,Mean age of men at first marriage,Switzerland,2006,31
men,Mean age of men at first marriage,Switzerland,2007,31.2
men,Mean age of men at first marriage,Switzerland,2008,31.4
men,Mean age of men at first marriage,Switzerland,2009,31.5
men,Mean age of men at first marriage,Switzerland,2010,31.6
men,Mean age of men at first marriage,Switzerland,2011,31.8
men,Mean age of men at first marriage,Switzerland,2012,31.7
men,Mean age of men at first marriage,Switzerland,2013,31.8
men,Mean age of men at first marriage,Switzerland,2014,31.8
men,Mean age of men at first marriage,Switzerland,2015,31.9
men,Mean age of men at first marriage,Switzerland,2016,32
men,Mean age of men at first marriage,Switzerland,2017,32
men,Mean age of men at first marriage,Switzerland,2018,32.1
men,Mean age of men at first marriage,Switzerland,2019,32.3
men,Mean age of men at first marriage,Switzerland,2020,NA
men,Mean age of men at first marriage,Tajikistan,2005,26.7
men,Mean age of men at first marriage,Tajikistan,2006,27
men,Mean age of men at first marriage,Tajikistan,2007,26.4
men,Mean age of men at first marriage,Tajikistan,2008,26.2
men,Mean age of men at first marriage,Tajikistan,2009,25.9
men,Mean age of men at first marriage,Tajikistan,2010,26.3
men,Mean age of men at first marriage,Tajikistan,2011,26.7
men,Mean age of men at first marriage,Tajikistan,2012,26.7
men,Mean age of men at first marriage,Tajikistan,2013,25.7
men,Mean age of men at first marriage,Tajikistan,2014,26.2
men,Mean age of men at first marriage,Tajikistan,2015,26.2
men,Mean age of men at first marriage,Tajikistan,2016,26.2
men,Mean age of men at first marriage,Tajikistan,2017,26.2
men,Mean age of men at first marriage,Tajikistan,2018,25.5
men,Mean age of men at first marriage,Tajikistan,2019,26.2
men,Mean age of men at first marriage,Tajikistan,2020,NA
men,Mean age of men at first marriage,Turkiye,2005,26.5
men,Mean age of men at first marriage,Turkiye,2006,26.6
men,Mean age of men at first marriage,Turkiye,2007,26.6
men,Mean age of men at first marriage,Turkiye,2008,26.7
men,Mean age of men at first marriage,Turkiye,2009,26.8
men,Mean age of men at first marriage,Turkiye,2010,27
men,Mean age of men at first marriage,Turkiye,2011,27.1
men,Mean age of men at first marriage,Turkiye,2012,27.2
men,Mean age of men at first marriage,Turkiye,2013,27.3
men,Mean age of men at first marriage,Turkiye,2014,27.3
men,Mean age of men at first marriage,Turkiye,2015,27.5
men,Mean age of men at first marriage,Turkiye,2016,27.6
men,Mean age of men at first marriage,Turkiye,2017,27.7
men,Mean age of men at first marriage,Turkiye,2018,27.8
men,Mean age of men at first marriage,Turkiye,2019,27.9
men,Mean age of men at first marriage,Turkiye,2020,NA
men,Mean age of men at first marriage,Turkmenistan,2005,24.6
men,Mean age of men at first marriage,Turkmenistan,2006,24.6
men,Mean age of men at first marriage,Turkmenistan,2007,NA
men,Mean age of men at first marriage,Turkmenistan,2008,NA
men,Mean age of men at first marriage,Turkmenistan,2009,NA
men,Mean age of men at first marriage,Turkmenistan,2010,NA
men,Mean age of men at first marriage,Turkmenistan,2011,NA
men,Mean age of men at first marriage,Turkmenistan,2012,NA
men,Mean age of men at first marriage,Turkmenistan,2013,NA
men,Mean age of men at first marriage,Turkmenistan,2014,NA
men,Mean age of men at first marriage,Turkmenistan,2015,NA
men,Mean age of men at first marriage,Turkmenistan,2016,NA
men,Mean age of men at first marriage,Turkmenistan,2017,NA
men,Mean age of men at first marriage,Turkmenistan,2018,NA
men,Mean age of men at first marriage,Turkmenistan,2019,NA
men,Mean age of men at first marriage,Turkmenistan,2020,NA
men,Mean age of men at first marriage,Ukraine,2005,25.9
men,Mean age of men at first marriage,Ukraine,2006,25.9
men,Mean age of men at first marriage,Ukraine,2007,26
men,Mean age of men at first marriage,Ukraine,2008,26.3
men,Mean age of men at first marriage,Ukraine,2009,26.5
men,Mean age of men at first marriage,Ukraine,2010,26.7
men,Mean age of men at first marriage,Ukraine,2011,26.8
men,Mean age of men at first marriage,Ukraine,2012,27
men,Mean age of men at first marriage,Ukraine,2013,27.3
men,Mean age of men at first marriage,Ukraine,2014,27.4
men,Mean age of men at first marriage,Ukraine,2015,27.6
men,Mean age of men at first marriage,Ukraine,2016,27.9
men,Mean age of men at first marriage,Ukraine,2017,28.2
men,Mean age of men at first marriage,Ukraine,2018,28.5
men,Mean age of men at first marriage,Ukraine,2019,28.6
men,Mean age of men at first marriage,Ukraine,2020,NA
men,Mean age of men at first marriage,United Kingdom,2005,31.7
men,Mean age of men at first marriage,United Kingdom,2006,31.8
men,Mean age of men at first marriage,United Kingdom,2007,32
men,Mean age of men at first marriage,United Kingdom,2008,32.1
men,Mean age of men at first marriage,United Kingdom,2009,32.1
men,Mean age of men at first marriage,United Kingdom,2010,32.1
men,Mean age of men at first marriage,United Kingdom,2011,32.2
men,Mean age of men at first marriage,United Kingdom,2012,32.4
men,Mean age of men at first marriage,United Kingdom,2013,32.5
men,Mean age of men at first marriage,United Kingdom,2014,32.7
men,Mean age of men at first marriage,United Kingdom,2015,33.2
men,Mean age of men at first marriage,United Kingdom,2016,33.4
men,Mean age of men at first marriage,United Kingdom,2017,33.6
men,Mean age of men at first marriage,United Kingdom,2018,NA
men,Mean age of men at first marriage,United Kingdom,2019,NA
men,Mean age of men at first marriage,United Kingdom,2020,NA
men,Mean age of men at first marriage,United States,2005,27.1
men,Mean age of men at first marriage,United States,2006,27.5
men,Mean age of men at first marriage,United States,2007,27.5
men,Mean age of men at first marriage,United States,2008,27.6
men,Mean age of men at first marriage,United States,2009,28.1
men,Mean age of men at first marriage,United States,2010,28.2
men,Mean age of men at first marriage,United States,2011,28.7
men,Mean age of men at first marriage,United States,2012,28.6
men,Mean age of men at first marriage,United States,2013,29
men,Mean age of men at first marriage,United States,2014,29.3
men,Mean age of men at first marriage,United States,2015,29.2
men,Mean age of men at first marriage,United States,2016,29.5
men,Mean age of men at first marriage,United States,2017,29.5
men,Mean age of men at first marriage,United States,2018,29.8
men,Mean age of men at first marriage,United States,2019,29.8
men,Mean age of men at first marriage,United States,2020,NA
men,Mean age of men at first marriage,Uzbekistan,2005,25
men,Mean age of men at first marriage,Uzbekistan,2006,25.2
men,Mean age of men at first marriage,Uzbekistan,2007,25.4
men,Mean age of men at first marriage,Uzbekistan,2008,25.6
men,Mean age of men at first marriage,Uzbekistan,2009,25.5
men,Mean age of men at first marriage,Uzbekistan,2010,25.6
men,Mean age of men at first marriage,Uzbekistan,2011,25.8
men,Mean age of men at first marriage,Uzbekistan,2012,25.7
men,Mean age of men at first marriage,Uzbekistan,2013,25.9
men,Mean age of men at first marriage,Uzbekistan,2014,25.8
men,Mean age of men at first marriage,Uzbekistan,2015,25.9
men,Mean age of men at first marriage,Uzbekistan,2016,26
men,Mean age of men at first marriage,Uzbekistan,2017,26.3
men,Mean age of men at first marriage,Uzbekistan,2018,26.4
men,Mean age of men at first marriage,Uzbekistan,2019,26.6
men,Mean age of men at first marriage,Uzbekistan,2020,NA
women,Mean age of women at first marriage,Albania,2005,23
women,Mean age of women at first marriage,Albania,2006,23.1
women,Mean age of women at first marriage,Albania,2007,22.4
women,Mean age of women at first marriage,Albania,2008,23.1
women,Mean age of women at first marriage,Albania,2009,23.2
women,Mean age of women at first marriage,Albania,2010,23.4
women,Mean age of women at first marriage,Albania,2011,25.8
women,Mean age of women at first marriage,Albania,2012,25.9
women,Mean age of women at first marriage,Albania,2013,26
women,Mean age of women at first marriage,Albania,2014,26.2
women,Mean age of women at first marriage,Albania,2015,26.3
women,Mean age of women at first marriage,Albania,2016,27
women,Mean age of women at first marriage,Albania,2017,27
women,Mean age of women at first marriage,Albania,2018,27.4
women,Mean age of women at first marriage,Albania,2019,27.8
women,Mean age of women at first marriage,Albania,2020,NA
women,Mean age of women at first marriage,Andorra,2005,NA
women,Mean age of women at first marriage,Andorra,2006,NA
women,Mean age of women at first marriage,Andorra,2007,NA
women,Mean age of women at first marriage,Andorra,2008,NA
women,Mean age of women at first marriage,Andorra,2009,NA
women,Mean age of women at first marriage,Andorra,2010,NA
women,Mean age of women at first marriage,Andorra,2011,30.8
women,Mean age of women at first marriage,Andorra,2012,30.8
women,Mean age of women at first marriage,Andorra,2013,31.2
women,Mean age of women at first marriage,Andorra,2014,32.3
women,Mean age of women at first marriage,Andorra,2015,33.2
women,Mean age of women at first marriage,Andorra,2016,32.5
women,Mean age of women at first marriage,Andorra,2017,33.1
women,Mean age of women at first marriage,Andorra,2018,34.1
women,Mean age of women at first marriage,Andorra,2019,32.9
women,Mean age of women at first marriage,Andorra,2020,NA
women,Mean age of women at first marriage,Armenia,2005,23.9
women,Mean age of women at first marriage,Armenia,2006,24.1
women,Mean age of women at first marriage,Armenia,2007,24.4
women,Mean age of women at first marriage,Armenia,2008,24.5
women,Mean age of women at first marriage,Armenia,2009,24.4
women,Mean age of women at first marriage,Armenia,2010,24.6
women,Mean age of women at first marriage,Armenia,2011,25
women,Mean age of women at first marriage,Armenia,2012,25.3
women,Mean age of women at first marriage,Armenia,2013,25.8
women,Mean age of women at first marriage,Armenia,2014,26.3
women,Mean age of women at first marriage,Armenia,2015,26.2
women,Mean age of women at first marriage,Armenia,2016,26.4
women,Mean age of women at first marriage,Armenia,2017,26.6
women,Mean age of women at first marriage,Armenia,2018,26.8
women,Mean age of women at first marriage,Armenia,2019,27.1
women,Mean age of women at first marriage,Armenia,2020,NA
women,Mean age of women at first marriage,Austria,2005,28.1
women,Mean age of women at first marriage,Austria,2006,28.6
women,Mean age of women at first marriage,Austria,2007,28.8
women,Mean age of women at first marriage,Austria,2008,28.9
women,Mean age of women at first marriage,Austria,2009,29.1
women,Mean age of women at first marriage,Austria,2010,29.3
women,Mean age of women at first marriage,Austria,2011,29.5
women,Mean age of women at first marriage,Austria,2012,29.8
women,Mean age of women at first marriage,Austria,2013,29.8
women,Mean age of women at first marriage,Austria,2014,30
women,Mean age of women at first marriage,Austria,2015,30.3
women,Mean age of women at first marriage,Austria,2016,30.3
women,Mean age of women at first marriage,Austria,2017,30.4
women,Mean age of women at first marriage,Austria,2018,30.6
women,Mean age of women at first marriage,Austria,2019,30.8
women,Mean age of women at first marriage,Austria,2020,NA
women,Mean age of women at first marriage,Azerbaijan,2005,23.4
women,Mean age of women at first marriage,Azerbaijan,2006,23.3
women,Mean age of women at first marriage,Azerbaijan,2007,23.3
women,Mean age of women at first marriage,Azerbaijan,2008,23.1
women,Mean age of women at first marriage,Azerbaijan,2009,23.1
women,Mean age of women at first marriage,Azerbaijan,2010,23.1
women,Mean age of women at first marriage,Azerbaijan,2011,23.4
women,Mean age of women at first marriage,Azerbaijan,2012,23.7
women,Mean age of women at first marriage,Azerbaijan,2013,23.7
women,Mean age of women at first marriage,Azerbaijan,2014,23.7
women,Mean age of women at first marriage,Azerbaijan,2015,23.6
women,Mean age of women at first marriage,Azerbaijan,2016,23.7
women,Mean age of women at first marriage,Azerbaijan,2017,23.7
women,Mean age of women at first marriage,Azerbaijan,2018,23.7
women,Mean age of women at first marriage,Azerbaijan,2019,24
women,Mean age of women at first marriage,Azerbaijan,2020,NA
women,Mean age of women at first marriage,Belarus,2005,23.5
women,Mean age of women at first marriage,Belarus,2006,23.6
women,Mean age of women at first marriage,Belarus,2007,23.8
women,Mean age of women at first marriage,Belarus,2008,23.9
women,Mean age of women at first marriage,Belarus,2009,24.2
women,Mean age of women at first marriage,Belarus,2010,24.4
women,Mean age of women at first marriage,Belarus,2011,24.5
women,Mean age of women at first marriage,Belarus,2012,24.6
women,Mean age of women at first marriage,Belarus,2013,25
women,Mean age of women at first marriage,Belarus,2014,25.3
women,Mean age of women at first marriage,Belarus,2015,25.5
women,Mean age of women at first marriage,Belarus,2016,25.6
women,Mean age of women at first marriage,Belarus,2017,25.8
women,Mean age of women at first marriage,Belarus,2018,26
women,Mean age of women at first marriage,Belarus,2019,26.1
women,Mean age of women at first marriage,Belarus,2020,NA
women,Mean age of women at first marriage,Belgium,2005,27.5
women,Mean age of women at first marriage,Belgium,2006,27.8
women,Mean age of women at first marriage,Belgium,2007,28
women,Mean age of women at first marriage,Belgium,2008,28.3
women,Mean age of women at first marriage,Belgium,2009,28.7
women,Mean age of women at first marriage,Belgium,2010,28.7
women,Mean age of women at first marriage,Belgium,2011,29
women,Mean age of women at first marriage,Belgium,2012,29.2
women,Mean age of women at first marriage,Belgium,2013,29.4
women,Mean age of women at first marriage,Belgium,2014,29.8
women,Mean age of women at first marriage,Belgium,2015,30
women,Mean age of women at first marriage,Belgium,2016,NA
women,Mean age of women at first marriage,Belgium,2017,NA
women,Mean age of women at first marriage,Belgium,2018,NA
women,Mean age of women at first marriage,Belgium,2019,NA
women,Mean age of women at first marriage,Belgium,2020,NA
women,Mean age of women at first marriage,Bosnia and Herzegovina,2005,24.6
women,Mean age of women at first marriage,Bosnia and Herzegovina,2006,24.9
women,Mean age of women at first marriage,Bosnia and Herzegovina,2007,24.9
women,Mean age of women at first marriage,Bosnia and Herzegovina,2008,24.9
women,Mean age of women at first marriage,Bosnia and Herzegovina,2009,24.8
women,Mean age of women at first marriage,Bosnia and Herzegovina,2010,25.7
women,Mean age of women at first marriage,Bosnia and Herzegovina,2011,25.9
women,Mean age of women at first marriage,Bosnia and Herzegovina,2012,26.1
women,Mean age of women at first marriage,Bosnia and Herzegovina,2013,26.4
women,Mean age of women at first marriage,Bosnia and Herzegovina,2014,26.4
women,Mean age of women at first marriage,Bosnia and Herzegovina,2015,26.4
women,Mean age of women at first marriage,Bosnia and Herzegovina,2016,26.4
women,Mean age of women at first marriage,Bosnia and Herzegovina,2017,26.6
women,Mean age of women at first marriage,Bosnia and Herzegovina,2018,27.1
women,Mean age of women at first marriage,Bosnia and Herzegovina,2019,26.8
women,Mean age of women at first marriage,Bosnia and Herzegovina,2020,NA
women,Mean age of women at first marriage,Bulgaria,2005,25.8
women,Mean age of women at first marriage,Bulgaria,2006,25.9
women,Mean age of women at first marriage,Bulgaria,2007,25.9
women,Mean age of women at first marriage,Bulgaria,2008,26.1
women,Mean age of women at first marriage,Bulgaria,2009,26.4
women,Mean age of women at first marriage,Bulgaria,2010,26.9
women,Mean age of women at first marriage,Bulgaria,2011,26.9
women,Mean age of women at first marriage,Bulgaria,2012,27
women,Mean age of women at first marriage,Bulgaria,2013,27.3
women,Mean age of women at first marriage,Bulgaria,2014,27.5
women,Mean age of women at first marriage,Bulgaria,2015,27.8
women,Mean age of women at first marriage,Bulgaria,2016,28.1
women,Mean age of women at first marriage,Bulgaria,2017,28.4
women,Mean age of women at first marriage,Bulgaria,2018,28.7
women,Mean age of women at first marriage,Bulgaria,2019,29.1
women,Mean age of women at first marriage,Bulgaria,2020,NA
women,Mean age of women at first marriage,Canada,2005,NA
women,Mean age of women at first marriage,Canada,2006,NA
women,Mean age of women at first marriage,Canada,2007,NA
women,Mean age of women at first marriage,Canada,2008,NA
women,Mean age of women at first marriage,Canada,2009,NA
women,Mean age of women at first marriage,Canada,2010,NA
women,Mean age of women at first marriage,Canada,2011,NA
women,Mean age of women at first marriage,Canada,2012,NA
women,Mean age of women at first marriage,Canada,2013,NA
women,Mean age of women at first marriage,Canada,2014,NA
women,Mean age of women at first marriage,Canada,2015,NA
women,Mean age of women at first marriage,Canada,2016,NA
women,Mean age of women at first marriage,Canada,2017,NA
women,Mean age of women at first marriage,Canada,2018,NA
women,Mean age of women at first marriage,Canada,2019,NA
women,Mean age of women at first marriage,Canada,2020,NA
women,Mean age of women at first marriage,Croatia,2005,26.3
women,Mean age of women at first marriage,Croatia,2006,26.5
women,Mean age of women at first marriage,Croatia,2007,26.7
women,Mean age of women at first marriage,Croatia,2008,26.8
women,Mean age of women at first marriage,Croatia,2009,27.1
women,Mean age of women at first marriage,Croatia,2010,27.3
women,Mean age of women at first marriage,Croatia,2011,27.6
women,Mean age of women at first marriage,Croatia,2012,28
women,Mean age of women at first marriage,Croatia,2013,28
women,Mean age of women at first marriage,Croatia,2014,28
women,Mean age of women at first marriage,Croatia,2015,28.2
women,Mean age of women at first marriage,Croatia,2016,28.3
women,Mean age of women at first marriage,Croatia,2017,28.6
women,Mean age of women at first marriage,Croatia,2018,28.7
women,Mean age of women at first marriage,Croatia,2019,28.9
women,Mean age of women at first marriage,Croatia,2020,NA
women,Mean age of women at first marriage,Cyprus,2005,27.1
women,Mean age of women at first marriage,Cyprus,2006,27.7
women,Mean age of women at first marriage,Cyprus,2007,28.1
women,Mean age of women at first marriage,Cyprus,2008,27.9
women,Mean age of women at first marriage,Cyprus,2009,28.2
women,Mean age of women at first marriage,Cyprus,2010,28.8
women,Mean age of women at first marriage,Cyprus,2011,28.8
women,Mean age of women at first marriage,Cyprus,2012,28.7
women,Mean age of women at first marriage,Cyprus,2013,29
women,Mean age of women at first marriage,Cyprus,2014,29.2
women,Mean age of women at first marriage,Cyprus,2015,29.7
women,Mean age of women at first marriage,Cyprus,2016,29.3
women,Mean age of women at first marriage,Cyprus,2017,29.7
women,Mean age of women at first marriage,Cyprus,2018,29.4
women,Mean age of women at first marriage,Cyprus,2019,29.6
women,Mean age of women at first marriage,Cyprus,2020,NA
women,Mean age of women at first marriage,Czechia,2005,28.1
women,Mean age of women at first marriage,Czechia,2006,28.4
women,Mean age of women at first marriage,Czechia,2007,28.6
women,Mean age of women at first marriage,Czechia,2008,28.8
